date,position,songname,artist,last week,peak position,weeks on chart
2016-11-12,8,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,7,2,14
2016-11-12,9,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,13,5,5
2016-11-12,10,I Hate U I Love U,gnash Featuring Olivia O'Brien,11,10,28
2016-11-12,11,Treat You Better,Shawn Mendes,10,6,21
2016-11-12,12,Cheap Thrills,Sia Featuring Sean Paul,12,1,37
2016-11-12,13,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,9,6,3
2016-11-12,14,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,18,12,13
2016-11-12,15,Gold,Kiiara,14,13,23
2016-11-12,16,Black Beatles,Rae Sremmurd Featuring Gucci Mane,22,1,7
2016-11-12,17,Don't Let Me Down,The Chainsmokers Featuring Daya,15,3,37
2016-11-12,18,This Is What You Came For,Calvin Harris Featuring Rihanna,17,3,26
2016-11-12,19,The Greatest,Sia Featuring Kendrick Lamar,25,18,8
2016-11-12,20,Ride,twenty one pilots,16,5,33
2016-11-12,21,Can't Stop The Feeling!,Justin Timberlake,19,1,25
2016-11-12,22,OOOUUU,Young M.A,21,19,9
2016-11-12,23,One Dance,Drake Featuring WizKid &amp; Kyla,23,1,30
2016-11-12,24,Fake Love,Drake,--,8,1
2016-11-12,25,Caroline,Amine,32,11,8
2016-11-12,26,Send My Love (To Your New Lover),Adele,24,8,24
2016-11-12,27,Unsteady,X Ambassadors,30,20,24
2016-11-12,28,Needed Me,Rihanna,26,7,39
2016-11-12,29,Luv,Tory Lanez,20,19,18
2016-11-12,30,Scars To Your Beautiful,Alessia Cara,36,8,9
2016-11-12,31,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic &amp; Ty Dolla $ign Feat. X Ambassadors",27,15,18
2016-11-12,32,Hallelujah,Pentatonix,--,23,1
2016-11-12,33,Too Good,Drake Featuring Rihanna,28,14,26
2016-11-12,34,"Sit Still, Look Pretty",Daya,33,28,22
2016-11-12,35,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,29,9,21
2016-11-12,36,Hymn For The Weekend,Coldplay,31,25,22
2016-11-12,37,Tiimmy Turner,Desiigner,34,34,14
2016-11-12,38,Sneakin',Drake Featuring 21 Savage,--,28,1
2016-11-12,39,Setting The World On Fire,Kenny Chesney Featuring P!nk,37,29,13
2016-11-12,40,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,39,29,13
2016-11-12,41,My Way,Calvin Harris,35,24,6
2016-11-12,42,Blue Ain't Your Color,Keith Urban,40,24,7
2016-11-12,43,Panda,Desiigner,38,1,36
2016-11-12,44,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,42,39,11
2016-11-12,45,Into You,Ariana Grande,41,13,24
2016-11-12,46,No Problem,Chance The Rapper Featuring Lil Wayne &amp; 2 Chainz,43,43,23
2016-11-12,47,May We All,Florida Georgia Line Featuring Tim McGraw,50,30,9
2016-11-12,48,Middle Of A Memory,Cole Swindell,46,46,14
2016-11-12,49,Controlla,Drake,45,16,26
2016-11-12,50,X,21 Savage &amp; Metro Boomin Featuring Future,54,36,7
2016-11-12,51,Move,Luke Bryan,53,50,10
2016-11-12,52,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown &amp; August Alsina",55,27,12
2016-11-12,53,1 Night,Lil Yachty,52,49,12
2016-11-12,54,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,51,43,11
2016-11-12,55,All We Know,The Chainsmokers Featuring Phoebe Ryan,44,18,4
2016-11-12,56,No Limit,Usher Featuring Young Thug,48,32,18
2016-11-12,57,Million Reasons,Lady Gaga,--,4,2
2016-11-12,58,All Time Low,Jon Bellion,59,16,3
2016-11-12,59,I Know Somebody,LoCash,56,52,9
2016-11-12,60,A Little More Summertime,Jason Aldean,57,52,8
2016-11-12,61,Come And See Me,PARTYNEXTDOOR Featuring Drake,60,55,17
2016-11-12,62,Sleep Without You,Brett Young,61,47,7
2016-11-12,63,Money Longer,Lil Uzi Vert,58,54,20
2016-11-12,64,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,63,50,10
2016-11-12,65,Fade,Kanye West,64,47,8
2016-11-12,66,A-YO,Lady Gaga,--,66,1
2016-11-12,67,Vice,Miranda Lambert,66,47,15
2016-11-12,68,This Town,Niall Horan,65,20,5
2016-11-12,69,Shout Out To My Ex,Little Mix,--,69,1
2016-11-12,70,You Was Right,Lil Uzi Vert,71,40,16
2016-11-12,71,It Don't Hurt Like It Used To,Billy Currington,62,44,14
2016-11-12,72,Song For Another Time,Old Dominion,69,59,5
2016-11-12,73,Key To The Streets,YFN Lucci Featuring Migos &amp; Trouble,70,70,6
2016-11-12,74,Fresh Eyes,Andy Grammer,74,59,4
2016-11-12,75,HandClap,Fitz And The Tantrums,67,53,5
2016-11-12,76,Wanna Be That Song,Brett Eldredge,76,46,4
2016-11-12,77,Dirty Laundry,Carrie Underwood,73,48,2
2016-11-12,78,Perfect Illusion,Lady Gaga,--,15,6
2016-11-12,79,Say It,Flume Featuring Tove Lo,--,60,2
2016-11-12,80,Love On The Brain,Rihanna,--,7,2
2016-11-12,81,Capsize,Frenship &amp; Emily Warren,78,78,5
2016-11-12,82,Wishing,"DJ Drama Featuring Chris Brown, Skeme &amp; Lyquin",77,77,11
2016-11-12,83,Mercy,Shawn Mendes,84,17,6
2016-11-12,84,All Eyez,The Game Featuring Jeremih,79,79,3
2016-11-12,85,No Heart,21 Savage &amp; Metro Boomin,--,43,1
2016-11-12,86,Ain't My Fault,Zara Larsson,85,76,3
2016-11-12,87,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,81,66,15
2016-11-12,88,This Girl,Kungs vs Cookin' On 3 Burners,75,26,14
2016-11-12,89,How I'll Always Be,Tim McGraw,99,70,2
2016-11-12,90,Hold Up,Beyonce,82,13,13
2016-11-12,91,Why You Always Hatin?,YG Featuring Drake &amp; Kamaiyah,88,62,18
2016-11-12,92,My Sh*t,A Boogie Wit da Hoodie,98,86,2
2016-11-12,93,80s Mercedes,Maren Morris,95,74,2
2016-11-12,94,CRZY,Kehlani,87,85,5
2016-11-12,95,Greenlight,Pitbull Featuring Flo Rida &amp; LunchMoney Lewis,--,95,1
2016-11-12,96,Lockjaw,French Montana Featuring Kodak Black,97,73,13
2016-11-12,97,You &amp; Me,Marc E. Bassy Featuring G-Eazy,92,58,16
2016-11-12,98,Goosebumps,Travis Scott,100,51,6
2016-11-12,99,What They Want,Russ,--,83,1
2016-11-12,100,Say You Won't Let Go,James Arthur,--,23,1
2016-11-05,1,Closer,The Chainsmokers Featuring Halsey,1,1,12
2016-11-05,2,Starboy,The Weeknd Featuring Daft Punk,2,1,5
2016-11-05,3,Heathens,twenty one pilots,3,2,18
2016-11-05,4,Let Me Love You,DJ Snake Featuring Justin Bieber,4,4,11
2016-11-05,5,Broccoli,D.R.A.M. Featuring Lil Yachty,6,5,19
2016-11-05,6,24K Magic,Bruno Mars,5,4,2
2016-11-05,7,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,7,2,13
2016-11-05,8,Side To Side,Ariana Grande Featuring Nicki Minaj,10,4,8
2016-11-05,9,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,56,6,2
2016-11-05,10,Treat You Better,Shawn Mendes,8,6,20
2016-11-05,11,I Hate U I Love U,gnash Featuring Olivia O'Brien,12,10,27
2016-11-05,12,Cheap Thrills,Sia Featuring Sean Paul,9,1,36
2016-11-05,13,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,11,5,4
2016-11-05,14,Gold,Kiiara,15,13,22
2016-11-05,15,Don't Let Me Down,The Chainsmokers Featuring Daya,13,3,36
2016-11-05,16,Ride,twenty one pilots,16,5,32
2016-11-05,17,This Is What You Came For,Calvin Harris Featuring Rihanna,14,3,25
2016-11-05,18,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,20,12,12
2016-11-05,19,Can't Stop The Feeling!,Justin Timberlake,22,1,24
2016-11-05,20,Luv,Tory Lanez,21,19,17
2016-11-05,21,OOOUUU,Young M.A,28,19,8
2016-11-05,22,Black Beatles,Rae Sremmurd Featuring Gucci Mane,33,1,6
2016-11-05,23,One Dance,Drake Featuring WizKid &amp; Kyla,17,1,29
2016-11-05,24,Send My Love (To Your New Lover),Adele,19,8,23
2016-11-05,25,The Greatest,Sia Featuring Kendrick Lamar,25,18,7
2016-11-05,26,Needed Me,Rihanna,18,7,38
2016-11-05,27,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic &amp; Ty Dolla $ign Feat. X Ambassadors",23,15,17
2016-11-05,28,Too Good,Drake Featuring Rihanna,24,14,25
2016-11-05,29,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,26,9,20
2016-11-05,30,Unsteady,X Ambassadors,29,20,23
2016-11-05,31,Hymn For The Weekend,Coldplay,27,25,21
2016-11-05,32,Caroline,Amine,35,11,7
2016-11-05,33,"Sit Still, Look Pretty",Daya,31,28,21
2016-11-05,34,Tiimmy Turner,Desiigner,37,34,13
2016-11-05,35,My Way,Calvin Harris,30,24,5
2016-11-05,36,Scars To Your Beautiful,Alessia Cara,42,8,8
2016-11-05,37,Setting The World On Fire,Kenny Chesney Featuring P!nk,36,29,12
2016-11-05,38,Panda,Desiigner,32,1,35
2016-11-05,39,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,44,29,12
2016-11-05,40,Blue Ain't Your Color,Keith Urban,40,24,6
2016-11-05,41,Into You,Ariana Grande,34,13,23
2016-11-05,42,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,39,39,10
2016-11-05,43,No Problem,Chance The Rapper Featuring Lil Wayne &amp; 2 Chainz,49,43,22
2016-11-05,44,All We Know,The Chainsmokers Featuring Phoebe Ryan,38,18,3
2016-11-05,45,Controlla,Drake,43,16,25
2016-11-05,46,Middle Of A Memory,Cole Swindell,51,46,13
2016-11-05,47,For Free,DJ Khaled Featuring Drake,41,13,20
2016-11-05,48,No Limit,Usher Featuring Young Thug,45,32,17
2016-11-05,49,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,46,4,34
2016-11-05,50,May We All,Florida Georgia Line Featuring Tim McGraw,59,30,8
2016-11-05,51,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,47,43,10
2016-11-05,52,1 Night,Lil Yachty,57,49,11
2016-11-05,53,Move,Luke Bryan,58,50,9
2016-11-05,54,X,21 Savage &amp; Metro Boomin Featuring Future,71,36,6
2016-11-05,55,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown &amp; August Alsina",48,27,11
2016-11-05,56,I Know Somebody,LoCash,52,52,8
2016-11-05,57,A Little More Summertime,Jason Aldean,63,52,7
2016-11-05,58,Money Longer,Lil Uzi Vert,72,54,19
2016-11-05,59,All Time Low,Jon Bellion,82,16,2
2016-11-05,60,Come And See Me,PARTYNEXTDOOR Featuring Drake,62,55,16
2016-11-05,61,Sleep Without You,Brett Young,68,47,6
2016-11-05,62,It Don't Hurt Like It Used To,Billy Currington,53,44,13
2016-11-05,63,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,66,50,9
2016-11-05,64,Fade,Kanye West,64,47,7
2016-11-05,65,This Town,Niall Horan,54,20,4
2016-11-05,66,Vice,Miranda Lambert,67,47,14
2016-11-05,67,HandClap,Fitz And The Tantrums,80,53,4
2016-11-05,68,False Alarm,The Weeknd,--,55,2
2016-11-05,69,Song For Another Time,Old Dominion,81,59,4
2016-11-05,70,Key To The Streets,YFN Lucci Featuring Migos &amp; Trouble,74,70,5
2016-11-05,71,You Was Right,Lil Uzi Vert,73,40,15
2016-11-05,72,Blow Your Mind (Mwah),Dua Lipa,--,72,1
2016-11-05,73,Dirty Laundry,Carrie Underwood,--,48,1
2016-11-05,74,Fresh Eyes,Andy Grammer,84,59,3
2016-11-05,75,This Girl,Kungs vs Cookin' On 3 Burners,65,26,13
2016-11-05,76,Wanna Be That Song,Brett Eldredge,93,46,3
2016-11-05,77,Wishing,"DJ Drama Featuring Chris Brown, Skeme &amp; Lyquin",79,77,10
2016-11-05,78,Capsize,Frenship &amp; Emily Warren,91,78,4
2016-11-05,79,All Eyez,The Game Featuring Jeremih,--,79,2
2016-11-05,80,Bad Things,Machine Gun Kelly x Camila Cabello,--,4,1
2016-11-05,81,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,86,66,14
2016-11-05,82,Hold Up,Beyonce,83,13,12
2016-11-05,83,Different For Girls,Dierks Bentley Featuring Elle King,75,42,20
2016-11-05,84,Mercy,Shawn Mendes,89,17,5
2016-11-05,85,Ain't My Fault,Zara Larsson,85,76,2
2016-11-05,86,THat Part,ScHoolboy Q Featuring Kanye West,92,40,20
2016-11-05,87,CRZY,Kehlani,90,85,4
2016-11-05,88,Why You Always Hatin?,YG Featuring Drake &amp; Kamaiyah,--,62,17
2016-11-05,89,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,88,24,18
2016-11-05,90,Gangsta,Kehlani,100,41,11
2016-11-05,91,Rock On,Tucker Beathard,69,62,10
2016-11-05,92,You &amp; Me,Marc E. Bassy Featuring G-Eazy,87,58,15
2016-11-05,93,Alone,Marshmello,--,60,1
2016-11-05,94,I Met A Girl,William Michael Morgan,78,60,9
2016-11-05,95,80s Mercedes,Maren Morris,--,74,1
2016-11-05,96,I Got The Keys,DJ Khaled Featuring Jay Z &amp; Future,98,30,17
2016-11-05,97,Lockjaw,French Montana Featuring Kodak Black,--,73,12
2016-11-05,98,My Sh*t,A Boogie Wit da Hoodie,--,86,1
2016-11-05,99,How I'll Always Be,Tim McGraw,--,70,1
2016-11-05,100,Goosebumps,Travis Scott,--,51,5
2016-10-29,1,Closer,The Chainsmokers Featuring Halsey,1,1,11
2016-10-29,2,Starboy,The Weeknd Featuring Daft Punk,2,1,4
2016-10-29,3,Heathens,twenty one pilots,3,2,17
2016-10-29,4,Let Me Love You,DJ Snake Featuring Justin Bieber,5,4,10
2016-10-29,5,24K Magic,Bruno Mars,--,4,1
2016-10-29,6,Broccoli,D.R.A.M. Featuring Lil Yachty,6,5,18
2016-10-29,7,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,4,2,12
2016-10-29,8,Treat You Better,Shawn Mendes,7,6,19
2016-10-29,9,Cheap Thrills,Sia Featuring Sean Paul,8,1,35
2016-10-29,10,Side To Side,Ariana Grande Featuring Nicki Minaj,12,4,7
2016-10-29,11,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,89,5,3
2016-10-29,12,I Hate U I Love U,gnash Featuring Olivia O'Brien,10,10,26
2016-10-29,13,Don't Let Me Down,The Chainsmokers Featuring Daya,9,3,35
2016-10-29,14,This Is What You Came For,Calvin Harris Featuring Rihanna,11,3,24
2016-10-29,15,Gold,Kiiara,13,13,21
2016-10-29,16,Ride,twenty one pilots,14,5,31
2016-10-29,17,One Dance,Drake Featuring WizKid &amp; Kyla,16,1,28
2016-10-29,18,Needed Me,Rihanna,15,7,37
2016-10-29,19,Send My Love (To Your New Lover),Adele,17,8,22
2016-10-29,20,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,20,12,11
2016-10-29,21,Luv,Tory Lanez,22,19,16
2016-10-29,22,Can't Stop The Feeling!,Justin Timberlake,23,1,23
2016-10-29,23,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic &amp; Ty Dolla $ign Feat. X Ambassadors",24,15,16
2016-10-29,24,Too Good,Drake Featuring Rihanna,19,14,24
2016-10-29,25,The Greatest,Sia Featuring Kendrick Lamar,27,18,6
2016-10-29,26,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,21,9,19
2016-10-29,27,Hymn For The Weekend,Coldplay,26,25,20
2016-10-29,28,OOOUUU,Young M.A,29,19,7
2016-10-29,29,Unsteady,X Ambassadors,30,20,22
2016-10-29,30,My Way,Calvin Harris,28,24,4
2016-10-29,31,"Sit Still, Look Pretty",Daya,32,28,20
2016-10-29,32,Panda,Desiigner,33,1,34
2016-10-29,33,Black Beatles,Rae Sremmurd Featuring Gucci Mane,38,1,5
2016-10-29,34,Into You,Ariana Grande,31,13,22
2016-10-29,35,Caroline,Amine,44,11,6
2016-10-29,36,Setting The World On Fire,Kenny Chesney Featuring P!nk,34,29,11
2016-10-29,37,Tiimmy Turner,Desiigner,35,34,12
2016-10-29,38,All We Know,The Chainsmokers Featuring Phoebe Ryan,18,18,2
2016-10-29,39,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,41,39,9
2016-10-29,40,Blue Ain't Your Color,Keith Urban,45,24,5
2016-10-29,41,For Free,DJ Khaled Featuring Drake,37,13,19
2016-10-29,42,Scars To Your Beautiful,Alessia Cara,46,8,7
2016-10-29,43,Controlla,Drake,36,16,24
2016-10-29,44,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,40,29,11
2016-10-29,45,No Limit,Usher Featuring Young Thug,39,32,16
2016-10-29,46,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,42,4,33
2016-10-29,47,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,48,43,9
2016-10-29,48,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown &amp; August Alsina",52,27,10
2016-10-29,49,No Problem,Chance The Rapper Featuring Lil Wayne &amp; 2 Chainz,51,43,21
2016-10-29,50,Just Like Fire,P!nk,43,10,26
2016-10-29,51,Middle Of A Memory,Cole Swindell,53,46,12
2016-10-29,52,I Know Somebody,LoCash,58,52,7
2016-10-29,53,It Don't Hurt Like It Used To,Billy Currington,50,44,12
2016-10-29,54,This Town,Niall Horan,25,20,3
2016-10-29,55,Love Me Now,John Legend,--,23,1
2016-10-29,56,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,--,6,1
2016-10-29,57,1 Night,Lil Yachty,57,49,10
2016-10-29,58,Move,Luke Bryan,55,50,8
2016-10-29,59,May We All,Florida Georgia Line Featuring Tim McGraw,59,30,7
2016-10-29,60,Father Stretch My Hands Pt. 1,Kanye West,56,37,23
2016-10-29,61,You Don't Own Me,Grace Featuring G-Eazy,87,57,20
2016-10-29,62,Come And See Me,PARTYNEXTDOOR Featuring Drake,65,55,15
2016-10-29,63,A Little More Summertime,Jason Aldean,66,52,6
2016-10-29,64,Fade,Kanye West,54,47,6
2016-10-29,65,This Girl,Kungs vs Cookin' On 3 Burners,47,26,12
2016-10-29,66,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,71,50,8
2016-10-29,67,Vice,Miranda Lambert,64,47,13
2016-10-29,68,Sleep Without You,Brett Young,70,47,5
2016-10-29,69,Rock On,Tucker Beathard,62,62,9
2016-10-29,70,Today,Brad Paisley,--,67,1
2016-10-29,71,X,21 Savage &amp; Metro Boomin Featuring Future,72,36,5
2016-10-29,72,Money Longer,Lil Uzi Vert,68,54,18
2016-10-29,73,You Was Right,Lil Uzi Vert,78,40,14
2016-10-29,74,Key To The Streets,YFN Lucci Featuring Migos &amp; Trouble,83,70,4
2016-10-29,75,Different For Girls,Dierks Bentley Featuring Elle King,67,42,19
2016-10-29,76,Million Reasons,Lady Gaga,--,4,1
2016-10-29,77,PPAP (Pen-Pineapple-Apple-Pen),Piko-Taro,--,77,1
2016-10-29,78,I Met A Girl,William Michael Morgan,61,60,8
2016-10-29,79,Wishing,"DJ Drama Featuring Chris Brown, Skeme &amp; Lyquin",77,77,9
2016-10-29,80,HandClap,Fitz And The Tantrums,84,53,3
2016-10-29,81,Song For Another Time,Old Dominion,92,59,3
2016-10-29,82,All Time Low,Jon Bellion,--,16,1
2016-10-29,83,Hold Up,Beyonce,81,13,11
2016-10-29,84,Fresh Eyes,Andy Grammer,97,59,2
2016-10-29,85,Ain't My Fault,Zara Larsson,--,76,1
2016-10-29,86,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,82,66,13
2016-10-29,87,You &amp; Me,Marc E. Bassy Featuring G-Eazy,75,58,14
2016-10-29,88,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,79,24,17
2016-10-29,89,Mercy,Shawn Mendes,76,17,4
2016-10-29,90,CRZY,Kehlani,85,85,3
2016-10-29,91,Capsize,Frenship &amp; Emily Warren,93,78,3
2016-10-29,92,THat Part,ScHoolboy Q Featuring Kanye West,88,40,19
2016-10-29,93,Wanna Be That Song,Brett Eldredge,98,46,2
2016-10-29,94,Peter Pan,Kelsea Ballerini,80,35,20
2016-10-29,95,Perfect Illusion,Lady Gaga,69,15,5
2016-10-29,96,Kids,OneRepublic,--,96,1
2016-10-29,97,Forever Country,"Artists Of Then, Now &amp; Forever",73,21,4
2016-10-29,98,I Got The Keys,DJ Khaled Featuring Jay Z &amp; Future,90,30,16
2016-10-29,99,Cranes In The Sky,Solange,74,74,2
2016-10-29,100,Gangsta,Kehlani,95,41,10
2016-10-22,1,Closer,The Chainsmokers Featuring Halsey,1,1,10
2016-10-22,2,Starboy,The Weeknd Featuring Daft Punk,3,1,3
2016-10-22,3,Heathens,twenty one pilots,2,2,16
2016-10-22,4,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,4,2,11
2016-10-22,5,Let Me Love You,DJ Snake Featuring Justin Bieber,5,4,9
2016-10-22,6,Broccoli,D.R.A.M. Featuring Lil Yachty,8,5,17
2016-10-22,7,Treat You Better,Shawn Mendes,6,6,18
2016-10-22,8,Cheap Thrills,Sia Featuring Sean Paul,7,1,34
2016-10-22,9,Don't Let Me Down,The Chainsmokers Featuring Daya,9,3,34
2016-10-22,10,I Hate U I Love U,gnash Featuring Olivia O'Brien,13,10,25
2016-10-22,11,This Is What You Came For,Calvin Harris Featuring Rihanna,10,3,23
2016-10-22,12,Side To Side,Ariana Grande Featuring Nicki Minaj,19,4,6
2016-10-22,13,Gold,Kiiara,15,13,20
2016-10-22,14,Ride,twenty one pilots,12,5,30
2016-10-22,15,Needed Me,Rihanna,17,7,36
2016-10-22,16,One Dance,Drake Featuring WizKid &amp; Kyla,14,1,27
2016-10-22,17,Send My Love (To Your New Lover),Adele,16,8,21
2016-10-22,18,All We Know,The Chainsmokers Featuring Phoebe Ryan,--,18,1
2016-10-22,19,Too Good,Drake Featuring Rihanna,18,14,23
2016-10-22,20,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,24,12,10
2016-10-22,21,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,11,9,18
2016-10-22,22,Luv,Tory Lanez,21,19,15
2016-10-22,23,Can't Stop The Feeling!,Justin Timberlake,20,1,22
2016-10-22,24,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic &amp; Ty Dolla $ign Feat. X Ambassadors",22,15,15
2016-10-22,25,This Town,Niall Horan,63,20,2
2016-10-22,26,Hymn For The Weekend,Coldplay,25,25,19
2016-10-22,27,The Greatest,Sia Featuring Kendrick Lamar,30,18,5
2016-10-22,28,My Way,Calvin Harris,27,24,3
2016-10-22,29,OOOUUU,Young M.A,36,19,6
2016-10-22,30,Unsteady,X Ambassadors,26,20,21
2016-10-22,31,Into You,Ariana Grande,23,13,21
2016-10-22,32,"Sit Still, Look Pretty",Daya,33,28,19
2016-10-22,33,Panda,Desiigner,28,1,33
2016-10-22,34,Setting The World On Fire,Kenny Chesney Featuring P!nk,37,29,10
2016-10-22,35,Tiimmy Turner,Desiigner,43,34,11
2016-10-22,36,Controlla,Drake,32,16,23
2016-10-22,37,For Free,DJ Khaled Featuring Drake,31,13,18
2016-10-22,38,Black Beatles,Rae Sremmurd Featuring Gucci Mane,41,1,4
2016-10-22,39,No Limit,Usher Featuring Young Thug,35,32,15
2016-10-22,40,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,40,29,10
2016-10-22,41,In The Name Of Love,Martin Garrix &amp; Bebe Rexha,47,39,8
2016-10-22,42,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,39,4,32
2016-10-22,43,Just Like Fire,P!nk,38,10,25
2016-10-22,44,Caroline,Amine,52,11,5
2016-10-22,45,Blue Ain't Your Color,Keith Urban,53,24,4
2016-10-22,46,Scars To Your Beautiful,Alessia Cara,51,8,6
2016-10-22,47,This Girl,Kungs vs Cookin' On 3 Burners,29,26,11
2016-10-22,48,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,49,43,8
2016-10-22,49,Low Life,Future Featuring The Weeknd,42,18,35
2016-10-22,50,It Don't Hurt Like It Used To,Billy Currington,44,44,11
2016-10-22,51,No Problem,Chance The Rapper Featuring Lil Wayne &amp; 2 Chainz,54,43,20
2016-10-22,52,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown &amp; August Alsina",82,27,9
2016-10-22,53,Middle Of A Memory,Cole Swindell,56,46,11
2016-10-22,54,Fade,Kanye West,58,47,5
2016-10-22,55,Move,Luke Bryan,61,50,7
2016-10-22,56,Father Stretch My Hands Pt. 1,Kanye West,57,37,22
2016-10-22,57,1 Night,Lil Yachty,62,49,9
2016-10-22,58,I Know Somebody,LoCash,72,52,6
2016-10-22,59,May We All,Florida Georgia Line Featuring Tim McGraw,65,30,6
2016-10-22,60,Say It,Flume Featuring Tove Lo,--,60,1
2016-10-22,61,I Met A Girl,William Michael Morgan,60,60,7
2016-10-22,62,Rock On,Tucker Beathard,67,62,8
2016-10-22,63,False Alarm,The Weeknd,--,55,1
2016-10-22,64,Vice,Miranda Lambert,64,47,12
2016-10-22,65,Come And See Me,PARTYNEXTDOOR Featuring Drake,70,55,14
2016-10-22,66,A Little More Summertime,Jason Aldean,71,52,5
2016-10-22,67,Different For Girls,Dierks Bentley Featuring Elle King,55,42,18
2016-10-22,68,Money Longer,Lil Uzi Vert,66,54,17
2016-10-22,69,Perfect Illusion,Lady Gaga,59,15,4
2016-10-22,70,Sleep Without You,Brett Young,76,47,4
2016-10-22,71,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,79,50,7
2016-10-22,72,X,21 Savage &amp; Metro Boomin Featuring Future,78,36,4
2016-10-22,73,Forever Country,"Artists Of Then, Now &amp; Forever",34,21,3
2016-10-22,74,Cranes In The Sky,Solange,--,74,1
2016-10-22,75,You &amp; Me,Marc E. Bassy Featuring G-Eazy,74,58,13
2016-10-22,76,Mercy,Shawn Mendes,68,17,3
2016-10-22,77,Wishing,"DJ Drama Featuring Chris Brown, Skeme &amp; Lyquin",93,77,8
2016-10-22,78,You Was Right,Lil Uzi Vert,85,40,13
2016-10-22,79,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,77,24,16
2016-10-22,80,Peter Pan,Kelsea Ballerini,69,35,19
2016-10-22,81,Hold Up,Beyonce,87,13,10
2016-10-22,82,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,84,66,12
2016-10-22,83,Key To The Streets,YFN Lucci Featuring Migos &amp; Trouble,86,70,3
2016-10-22,84,HandClap,Fitz And The Tantrums,89,53,2
2016-10-22,85,CRZY,Kehlani,95,85,2
2016-10-22,86,Make You Miss Me,Sam Hunt,80,45,19
2016-10-22,87,You Don't Own Me,Grace Featuring G-Eazy,--,57,19
2016-10-22,88,THat Part,ScHoolboy Q Featuring Kanye West,83,40,18
2016-10-22,89,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,--,5,2
2016-10-22,90,I Got The Keys,DJ Khaled Featuring Jay Z &amp; Future,81,30,15
2016-10-22,91,Don't Touch My Hair,Solange Featuring Sampha,--,91,1
2016-10-22,92,Song For Another Time,Old Dominion,92,59,2
2016-10-22,93,Capsize,Frenship &amp; Emily Warren,94,78,2
2016-10-22,94,LIFTED,CL,--,94,1
2016-10-22,95,Gangsta,Kehlani,88,41,9
