12/29/07,28,I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross &amp; Plies",26,19,14,hip-hop,FALSE
12/29/07,29,Shadow Of The Day,Linkin Park,37,15,6,rock,FALSE
12/29/07,30,Into The Night,Santana Featuring Chad Kroeger,33,26,11,rock,FALSE
12/29/07,31,Over You,Daughtry,27,18,19,rock,FALSE
12/29/07,32,Shawty Is A 10,The-Dream,24,17,15,crunk,FALSE
12/29/07,33,Girlfriend,Bow Wow &amp; Omarion,44,33,7,NULL,FALSE
12/29/07,34,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,31,25,15,rock,FALSE
12/29/07,35,Misery Business,Paramore,34,26,22,rock,FALSE
12/29/07,36,Big Girls Don't Cry,Fergie,32,1,35,pop,FALSE
12/29/07,37,Sensual Seduction,Snoop Dogg,51,7,3,hip-hop,FALSE
12/29/07,38,Until The End Of Time,Justin Timberlake Duet With Beyonce,23,17,24,pop,FALSE
12/29/07,39,Flashing Lights,Kanye West Featuring Dwele,50,29,4,hip-hop,FALSE
12/29/07,40,Stay,Sugarland,35,32,10,country,FALSE
12/29/07,41,Suffocate,J. Holiday,45,18,6,r&b,FALSE
12/29/07,42,Wake Up Call,Maroon 5,38,19,19,pop,FALSE
12/29/07,43,Bed,J. Holiday,28,5,22,r&b,FALSE
12/29/07,44,Who Knew,Pink,36,9,28,pop,FALSE
12/29/07,45,Piece Of Me,Britney Spears,49,18,7,pop,FALSE
12/29/07,46,Pop Bottles,Birdman Featuring Lil Wayne,56,38,7,rap,FALSE
12/29/07,47,Don't Stop The Music,Rihanna,67,3,4,pop,FALSE
12/29/07,48,Don't Blink,Kenny Chesney,41,29,15,country,FALSE
12/29/07,49,Rockstar,Nickelback,46,6,45,rock,FALSE
12/29/07,50,Shoulda Let You Go,Keyshia Cole Introducing Amina,42,41,12,NULL,FALSE
12/29/07,51,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris &amp; Lil Jon",48,41,6,NULL,FALSE
12/29/07,52,Soulja Girl,Soulja Boy Tell'em Featuring I-15,39,32,11,rap,TRUE
12/29/07,53,Firecracker,Josh Turner,53,50,14,country,FALSE
12/29/07,54,Ayo Technology,50 Cent Featuring Justin Timberlake &amp; Timbaland,43,5,19,hip-hop,FALSE
12/29/07,55,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,47,33,14,rap,FALSE
12/29/07,56,How 'Bout Them Cowgirls,George Strait,54,49,15,country,FALSE
12/29/07,57,So Small,Carrie Underwood,52,17,18,country,FALSE
12/29/07,58,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,55,37,13,country,FALSE
12/29/07,59,Sorry,Buckcherry,86,9,2,rock,TRUE
12/29/07,60,The Pretender,Foo Fighters,58,37,19,rock,FALSE
12/29/07,61,Fake It,Seether,62,56,11,rock,FALSE
12/29/07,62,What Do Ya Think About That,Montgomery Gentry,59,57,11,country,FALSE
12/29/07,63,If I Had Eyes,Jack Johnson,--,47,1,alternative,FALSE
12/29/07,64,Independent,"Webbie, Lil' Phat &amp; Lil' Boosie",70,9,4,rap,TRUE
12/29/07,65,Letter To Me,Brad Paisley,63,40,5,country,FALSE
12/29/07,66,Winner At A Losing Game,Rascal Flatts,61,52,8,country,FALSE
12/29/07,67,Baby Don't Go,Fabolous Featuring Jermaine Dupri,57,23,16,rap,FALSE
12/29/07,68,Calabria 2008,Enur Featuring Natasja,78,46,5,reggae,FALSE
12/29/07,69,Gimme More,Britney Spears,60,3,15,pop,FALSE
12/29/07,70,1234,Feist,--,51,12,pop,FALSE
12/29/07,71,Everybody,Keith Urban,66,64,11,country,FALSE
12/29/07,72,Never Too Late,Three Days Grace,71,71,20,rock,FALSE
12/29/07,73,Watching Airplanes,Gary Allan,73,43,8,country,FALSE
12/29/07,74,This Christmas,Chris Brown,96,62,4,r&b,FALSE
12/29/07,75,Crying Out For Me,Mario,97,33,3,country,FALSE
12/29/07,76,Superstar,Lupe Fiasco Featuring Matthew Santos,--,10,1,hip-hop,TRUE
12/29/07,77,Freaky Gurl,Gucci Mane,77,62,13,hip-hop,FALSE
12/29/07,78,See You Again,Miley Cyrus,94,10,2,pop,FALSE
12/29/07,79,Hero/Heroine,Boys Like Girls,84,43,2,emo,FALSE
12/29/07,80,I Remember,Keyshia Cole,--,24,1,r&b,FALSE
12/29/07,81,Fall,Clay Walker,64,55,15,country,FALSE
12/29/07,82,Bleed It Out,Linkin Park,82,52,20,rock,FALSE
12/29/07,83,Pictures Of You,The Last Goodnight,85,70,10,rock,FALSE
12/29/07,84,Won't Go Home Without You,Maroon 5,--,48,1,pop,FALSE
12/29/07,85,Nothin' Better To Do,LeAnn Rimes,81,73,12,country,FALSE
12/29/07,86,Roc Boys (And The Winner Is)...,Jay-Z,68,63,7,hip-hop,FALSE
12/29/07,87,As If,Sara Evans,76,62,10,country,FALSE
12/29/07,88,The Way I Am,Ingrid Michaelson,92,37,8,pop,TRUE
12/29/07,89,Cleaning This Gun (Come On In Boy),Rodney Atkins,91,40,4,country,FALSE
12/29/07,90,More Than A Memory,Garth Brooks,69,53,16,country,FALSE
12/29/07,91,S.O.S.,Jonas Brothers,83,17,19,pop,FALSE
12/29/07,92,Livin' Our Love Song,Jason Michael Carroll,74,52,16,country,FALSE
12/29/07,93,Crushcrushcrush,Paramore,--,54,1,rock,FALSE
12/29/07,94,Stealing Cinderella,Chuck Wicks,90,56,5,country,FALSE
12/29/07,95,Free And Easy (Down The Road I Go),Dierks Bentley,79,46,20,country,FALSE
12/29/07,96,International Harvester,Craig Morgan,98,67,3,country,FALSE
12/29/07,97,Me Enamora,Juanes,89,69,13,pop,FALSE
12/29/07,98,Stop And Stare,OneRepublic,--,12,1,rock,FALSE
12/29/07,99,Mistletoe,Colbie Caillat,87,75,4,pop,FALSE
12/29/07,100,Work That,Mary J. Blige,65,65,3,hip-hop,FALSE
12/22/07,1,No One,Alicia Keys,1,1,14,pop,FALSE
12/22/07,2,Apologize,Timbaland Featuring OneRepublic,3,2,19,pop,FALSE
12/22/07,3,Low,Flo Rida Featuring T-Pain,4,1,7,hip-hop,FALSE
12/22/07,4,Kiss Kiss,Chris Brown Featuring T-Pain,2,1,13,hip-hop,FALSE
12/22/07,5,Clumsy,Fergie,6,5,9,pop,FALSE
12/22/07,6,Bubbly,Colbie Caillat,5,5,24,pop,FALSE
12/22/07,7,Hate That I Love You,Rihanna Featuring Ne-Yo,9,7,15,pop,FALSE
12/22/07,8,Paralyzer,Finger Eleven,10,6,27,rock,FALSE
12/22/07,9,Good Life,Kanye West Featuring T-Pain,7,7,13,hip-hop,FALSE
12/22/07,10,Tattoo,Jordin Sparks,11,8,11,pop,FALSE
12/22/07,11,Crank That (Soulja Boy),Soulja Boy Tell'em,8,1,22,rap,FALSE
12/22/07,12,Cyclone,Baby Bash Featuring T-Pain,12,7,20,hip-hop,FALSE
12/22/07,13,Stronger,Kanye West,13,1,20,hip-hop,FALSE
12/22/07,14,Can't Help But Wait,Trey Songz,19,14,12,r&b,FALSE
12/22/07,15,Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,18,15,12,rap,TRUE
12/22/07,16,Hypnotized,Plies Featuring Akon,21,14,11,rap,FALSE
12/22/07,17,The Way I Are,Timbaland Featuring Keri Hilson,14,3,28,hip-hop,FALSE
12/22/07,18,Love Like This,Natasha Bedingfield Featuring Sean Kingston,20,11,8,pop,FALSE
12/22/07,19,Like You'll Never See Me Again,Alicia Keys,29,12,5,pop,FALSE
12/22/07,20,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne &amp; Niia",32,12,13,hip-hop,TRUE
12/22/07,21,Take You There,Sean Kingston,27,7,6,hip-hop,FALSE
12/22/07,22,Our Song,Taylor Swift,24,16,11,country,FALSE
12/22/07,23,Until The End Of Time,Justin Timberlake Duet With Beyonce,17,17,23,pop,FALSE
12/22/07,24,Shawty Is A 10,The-Dream,23,17,14,crunk,FALSE
12/22/07,25,How Far We've Come,matchbox twenty,16,11,15,rock,FALSE
12/22/07,26,I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross &amp; Plies",25,19,13,hip-hop,FALSE
12/22/07,27,Over You,Daughtry,22,18,18,rock,FALSE
12/22/07,28,Bed,J. Holiday,15,5,21,r&b,FALSE
12/22/07,29,Just Fine,Mary J. Blige,26,22,8,pop,FALSE
12/22/07,30,Teardrops On My Guitar,Taylor Swift,44,13,27,country,FALSE
12/22/07,31,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,31,25,14,rock,FALSE
12/22/07,32,Big Girls Don't Cry,Fergie,28,1,34,pop,FALSE
12/22/07,33,Into The Night,Santana Featuring Chad Kroeger,37,26,10,rock,FALSE
12/22/07,34,Misery Business,Paramore,40,26,21,rock,FALSE
12/22/07,35,Stay,Sugarland,38,32,9,country,FALSE
12/22/07,36,Who Knew,Pink,30,9,27,pop,FALSE
12/22/07,37,Shadow Of The Day,Linkin Park,50,15,5,rock,FALSE
12/22/07,38,Wake Up Call,Maroon 5,33,19,18,pop,FALSE
12/22/07,39,Soulja Girl,Soulja Boy Tell'em Featuring I-15,34,32,10,rap,TRUE
12/22/07,40,With You,Chris Brown,72,2,2,hip-hop,FALSE
12/22/07,41,Don't Blink,Kenny Chesney,39,29,14,country,FALSE
12/22/07,42,Shoulda Let You Go,Keyshia Cole Introducing Amina,41,41,11,NULL,FALSE
12/22/07,43,Ayo Technology,50 Cent Featuring Justin Timberlake &amp; Timbaland,35,5,18,hip-hop,FALSE
12/22/07,44,Girlfriend,Bow Wow &amp; Omarion,46,33,6,NULL,FALSE
12/22/07,45,Suffocate,J. Holiday,53,18,5,r&b,FALSE
12/22/07,46,Rockstar,Nickelback,43,6,44,rock,FALSE
12/22/07,47,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,45,33,13,rap,FALSE
12/22/07,48,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris &amp; Lil Jon",48,41,5,NULL,FALSE
12/22/07,49,Piece Of Me,Britney Spears,47,18,6,pop,FALSE
12/22/07,50,Flashing Lights,Kanye West Featuring Dwele,57,29,3,hip-hop,FALSE
12/22/07,51,Sensual Seduction,Snoop Dogg,76,7,2,hip-hop,FALSE
12/22/07,52,So Small,Carrie Underwood,36,17,17,country,FALSE
12/22/07,53,Firecracker,Josh Turner,51,50,13,country,FALSE
12/22/07,54,How 'Bout Them Cowgirls,George Strait,49,49,14,country,FALSE
12/22/07,55,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,54,37,12,country,FALSE
12/22/07,56,Pop Bottles,Birdman Featuring Lil Wayne,64,38,6,rap,FALSE
12/22/07,57,Baby Don't Go,Fabolous Featuring Jermaine Dupri,42,23,15,rap,FALSE
12/22/07,58,The Pretender,Foo Fighters,59,37,18,rock,FALSE
12/22/07,59,What Do Ya Think About That,Montgomery Gentry,60,57,10,country,FALSE
12/22/07,60,Gimme More,Britney Spears,52,3,14,pop,FALSE
12/22/07,61,Winner At A Losing Game,Rascal Flatts,61,52,7,country,FALSE
12/22/07,62,Fake It,Seether,62,56,10,rock,FALSE
12/22/07,63,Letter To Me,Brad Paisley,70,40,4,country,FALSE
12/22/07,64,Fall,Clay Walker,55,55,14,country,FALSE
12/22/07,65,Work That,Mary J. Blige,91,65,2,hip-hop,FALSE
12/22/07,66,Everybody,Keith Urban,67,64,10,country,FALSE
12/22/07,67,Don't Stop The Music,Rihanna,88,3,3,pop,FALSE
12/22/07,68,Roc Boys (And The Winner Is)...,Jay-Z,63,63,6,hip-hop,FALSE
12/22/07,69,More Than A Memory,Garth Brooks,56,53,15,country,FALSE
12/22/07,70,Independent,"Webbie, Lil' Phat &amp; Lil' Boosie",87,9,3,rap,TRUE
12/22/07,71,Never Too Late,Three Days Grace,79,71,19,rock,FALSE
12/22/07,72,Love Song,Sara Bareilles,93,4,6,pop,FALSE
12/22/07,73,Watching Airplanes,Gary Allan,74,43,7,country,FALSE
12/22/07,74,Livin' Our Love Song,Jason Michael Carroll,58,52,15,country,FALSE
12/22/07,75,Hood Figga,Gorilla Zoe,66,38,20,crunk,TRUE
12/22/07,76,As If,Sara Evans,69,62,9,country,FALSE
12/22/07,77,Freaky Gurl,Gucci Mane,71,62,12,hip-hop,FALSE
12/22/07,78,Calabria 2008,Enur Featuring Natasja,86,46,4,reggae,FALSE
12/22/07,79,Free And Easy (Down The Road I Go),Dierks Bentley,65,46,19,country,FALSE
12/22/07,80,Take Me There,Rascal Flatts,73,19,20,country,FALSE
12/22/07,81,Nothin' Better To Do,LeAnn Rimes,77,73,11,country,FALSE
12/22/07,82,Bleed It Out,Linkin Park,83,52,19,rock,FALSE
12/22/07,83,S.O.S.,Jonas Brothers,78,17,18,pop,FALSE
12/22/07,84,Hero/Heroine,Boys Like Girls,--,43,1,emo,FALSE
12/22/07,85,Pictures Of You,The Last Goodnight,82,70,9,rock,FALSE
12/22/07,86,Sorry,Buckcherry,--,9,1,rock,TRUE
12/22/07,87,Mistletoe,Colbie Caillat,75,75,3,pop,FALSE
12/22/07,88,Taking Chances,Celine Dion,68,54,4,pop,FALSE
12/22/07,89,Me Enamora,Juanes,81,69,12,pop,FALSE
12/22/07,90,Stealing Cinderella,Chuck Wicks,90,56,4,country,FALSE
12/22/07,91,Cleaning This Gun (Come On In Boy),Rodney Atkins,94,40,3,country,FALSE
12/22/07,92,The Way I Am,Ingrid Michaelson,100,37,7,pop,TRUE
12/22/07,93,Go Girl,Pitbull Featuring Trina &amp; Young Bo$$,92,83,2,hip-hop,FALSE
12/22/07,94,See You Again,Miley Cyrus,--,10,1,pop,FALSE
12/22/07,95,Never,Jaheim,--,76,1,r&b,FALSE
12/22/07,96,This Christmas,Chris Brown,80,62,3,r&b,FALSE
12/22/07,97,Crying Out For Me,Mario,97,33,2,country,FALSE
12/22/07,98,International Harvester,Craig Morgan,99,67,2,country,FALSE
12/22/07,99,If You're Reading This,Tim McGraw,89,41,18,country,FALSE
12/22/07,100,Say,John Mayer,85,12,2,pop,FALSE
12/15/07,1,No One,Alicia Keys,1,1,13,pop,FALSE
12/15/07,2,Kiss Kiss,Chris Brown Featuring T-Pain,3,1,12,hip-hop,FALSE
12/15/07,3,Apologize,Timbaland Featuring OneRepublic,2,2,18,pop,FALSE
12/15/07,4,Low,Flo Rida Featuring T-Pain,4,1,6,hip-hop,FALSE
12/15/07,5,Bubbly,Colbie Caillat,6,5,23,pop,FALSE
12/15/07,6,Clumsy,Fergie,7,5,8,pop,FALSE
12/15/07,7,Good Life,Kanye West Featuring T-Pain,8,7,12,hip-hop,FALSE
12/15/07,8,Crank That (Soulja Boy),Soulja Boy Tell'em,5,1,21,rap,FALSE
12/15/07,9,Hate That I Love You,Rihanna Featuring Ne-Yo,9,7,14,pop,FALSE
12/15/07,10,Paralyzer,Finger Eleven,11,6,26,rock,FALSE
12/15/07,11,Tattoo,Jordin Sparks,12,8,10,pop,FALSE
12/15/07,12,Cyclone,Baby Bash Featuring T-Pain,10,7,19,hip-hop,FALSE
12/15/07,13,Stronger,Kanye West,13,1,19,hip-hop,FALSE
12/15/07,14,The Way I Are,Timbaland Featuring Keri Hilson,14,3,27,hip-hop,FALSE
12/15/07,15,Bed,J. Holiday,16,5,20,r&b,FALSE
12/15/07,16,How Far We've Come,matchbox twenty,15,11,14,rock,FALSE
12/15/07,17,Until The End Of Time,Justin Timberlake Duet With Beyonce,33,17,22,pop,FALSE
12/15/07,18,Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,17,15,11,rap,TRUE
12/15/07,19,Can't Help But Wait,Trey Songz,25,14,11,r&b,FALSE
12/15/07,20,Love Like This,Natasha Bedingfield Featuring Sean Kingston,21,11,7,pop,FALSE
12/15/07,21,Hypnotized,Plies Featuring Akon,24,14,10,rap,FALSE
12/15/07,22,Over You,Daughtry,18,18,17,rock,FALSE
12/15/07,23,Shawty Is A 10,The-Dream,19,17,13,crunk,FALSE
12/15/07,24,Our Song,Taylor Swift,23,16,10,country,FALSE
12/15/07,25,I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross &amp; Plies",22,19,12,hip-hop,FALSE
12/15/07,26,Just Fine,Mary J. Blige,36,22,7,pop,FALSE
12/15/07,27,Take You There,Sean Kingston,31,7,5,hip-hop,FALSE
12/15/07,28,Big Girls Don't Cry,Fergie,20,1,33,pop,FALSE
12/15/07,29,Like You'll Never See Me Again,Alicia Keys,46,12,4,pop,FALSE
12/15/07,30,Who Knew,Pink,30,9,26,pop,FALSE
12/15/07,31,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,26,25,13,rock,FALSE
12/15/07,32,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne &amp; Niia",37,12,12,hip-hop,TRUE
12/15/07,33,Wake Up Call,Maroon 5,29,19,17,pop,FALSE
12/15/07,34,Soulja Girl,Soulja Boy Tell'em Featuring I-15,32,32,9,rap,TRUE
12/15/07,35,Ayo Technology,50 Cent Featuring Justin Timberlake &amp; Timbaland,27,5,17,hip-hop,FALSE
12/15/07,36,So Small,Carrie Underwood,28,17,16,country,FALSE
12/15/07,37,Into The Night,Santana Featuring Chad Kroeger,39,26,9,rock,FALSE
12/15/07,38,Stay,Sugarland,40,32,8,country,FALSE
12/15/07,39,Don't Blink,Kenny Chesney,38,29,13,country,FALSE
12/15/07,40,Misery Business,Paramore,43,26,20,rock,FALSE
12/15/07,41,Shoulda Let You Go,Keyshia Cole Introducing Amina,45,41,10,NULL,FALSE
12/15/07,42,Baby Don't Go,Fabolous Featuring Jermaine Dupri,35,23,14,rap,FALSE
12/15/07,43,Rockstar,Nickelback,34,6,43,rock,FALSE
12/15/07,44,Teardrops On My Guitar,Taylor Swift,--,13,26,country,FALSE
12/15/07,45,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,41,33,12,rap,FALSE
12/15/07,46,Girlfriend,Bow Wow &amp; Omarion,56,33,5,NULL,FALSE
12/15/07,47,Piece Of Me,Britney Spears,63,18,5,pop,FALSE
12/15/07,48,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris &amp; Lil Jon",48,41,4,NULL,FALSE
12/15/07,49,How 'Bout Them Cowgirls,George Strait,50,49,13,country,FALSE
12/15/07,50,Shadow Of The Day,Linkin Park,54,15,4,rock,FALSE
12/15/07,51,Firecracker,Josh Turner,51,50,12,country,FALSE
12/15/07,52,Gimme More,Britney Spears,42,3,13,pop,FALSE
12/15/07,53,Suffocate,J. Holiday,72,18,4,r&b,FALSE
12/15/07,54,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,58,37,11,country,FALSE
12/15/07,55,Fall,Clay Walker,55,55,13,country,FALSE
12/15/07,56,More Than A Memory,Garth Brooks,53,53,14,country,FALSE
12/15/07,57,Flashing Lights,Kanye West Featuring Dwele,75,29,2,hip-hop,FALSE
12/15/07,58,Livin' Our Love Song,Jason Michael Carroll,52,52,14,country,FALSE
12/15/07,59,The Pretender,Foo Fighters,60,37,17,rock,FALSE
12/15/07,60,What Do Ya Think About That,Montgomery Gentry,65,57,9,country,FALSE
12/15/07,61,Winner At A Losing Game,Rascal Flatts,70,52,6,country,FALSE
12/15/07,62,Fake It,Seether,67,56,9,rock,FALSE
12/15/07,63,Roc Boys (And The Winner Is)...,Jay-Z,64,63,5,hip-hop,FALSE
12/15/07,64,Pop Bottles,Birdman Featuring Lil Wayne,73,38,5,rap,FALSE
12/15/07,65,Free And Easy (Down The Road I Go),Dierks Bentley,61,46,18,country,FALSE
12/15/07,66,Hood Figga,Gorilla Zoe,59,38,19,crunk,TRUE
12/15/07,67,Everybody,Keith Urban,71,64,9,country,FALSE
12/15/07,68,Taking Chances,Celine Dion,68,54,3,pop,FALSE
12/15/07,69,As If,Sara Evans,69,62,8,country,FALSE
12/15/07,70,Letter To Me,Brad Paisley,85,40,3,country,FALSE
12/15/07,71,Freaky Gurl,Gucci Mane,62,62,11,hip-hop,FALSE
12/15/07,72,With You,Chris Brown,--,2,1,hip-hop,FALSE
12/15/07,73,Take Me There,Rascal Flatts,66,19,19,country,FALSE
12/15/07,74,Watching Airplanes,Gary Allan,80,43,6,country,FALSE
12/15/07,75,Mistletoe,Colbie Caillat,86,75,2,pop,FALSE
12/15/07,76,Sensual Seduction,Snoop Dogg,--,7,1,hip-hop,FALSE
12/15/07,77,Nothin' Better To Do,LeAnn Rimes,79,73,10,country,FALSE
12/15/07,78,S.O.S.,Jonas Brothers,57,17,17,pop,FALSE
12/15/07,79,Never Too Late,Three Days Grace,77,71,18,rock,FALSE
12/15/07,80,This Christmas,Chris Brown,89,62,2,r&b,FALSE
12/15/07,81,Me Enamora,Juanes,82,69,11,pop,FALSE
12/15/07,82,Pictures Of You,The Last Goodnight,81,70,8,rock,FALSE
12/15/07,83,Bleed It Out,Linkin Park,83,52,18,rock,FALSE
12/15/07,84,Online,Brad Paisley,76,39,20,country,FALSE
12/15/07,85,Say,John Mayer,--,12,1,pop,FALSE
12/15/07,86,Calabria 2008,Enur Featuring Natasja,90,46,3,reggae,FALSE
12/15/07,87,Independent,"Webbie, Lil' Phat &amp; Lil' Boosie",99,9,2,rap,TRUE
12/15/07,88,Don't Stop The Music,Rihanna,94,3,2,pop,FALSE
12/15/07,89,If You're Reading This,Tim McGraw,84,41,17,country,FALSE
12/15/07,90,Stealing Cinderella,Chuck Wicks,98,56,3,country,FALSE
12/15/07,91,Work That,Mary J. Blige,--,65,1,hip-hop,FALSE
12/15/07,92,Go Girl,Pitbull Featuring Trina &amp; Young Bo$$,--,83,1,hip-hop,FALSE
12/15/07,93,Love Song,Sara Bareilles,91,4,5,pop,FALSE
12/15/07,94,Cleaning This Gun (Come On In Boy),Rodney Atkins,100,40,2,country,FALSE
12/15/07,95,Still Will,50 Cent Featuring Akon,--,95,1,hip-hop,FALSE
12/15/07,96,I'm Like A Lawyer...(Me &amp; You),Fall Out Boy,74,68,6,emo,FALSE
12/15/07,97,Crying Out For Me,Mario,--,33,1,country,FALSE
12/15/07,98,Sexy Movimiento,Wisin &amp; Yandel,--,98,3,pop,FALSE
12/15/07,99,International Harvester,Craig Morgan,--,67,1,country,FALSE
12/15/07,100,The Way I Am,Ingrid Michaelson,--,37,6,pop,TRUE
12/8/07,1,No One,Alicia Keys,1,1,12,pop,FALSE
12/8/07,2,Apologize,Timbaland Featuring OneRepublic,3,2,17,pop,FALSE
12/8/07,3,Kiss Kiss,Chris Brown Featuring T-Pain,2,1,11,hip-hop,FALSE
12/8/07,4,Low,Flo Rida Featuring T-Pain,4,1,5,hip-hop,FALSE
12/8/07,5,Crank That (Soulja Boy),Soulja Boy Tell'em,6,1,20,rap,FALSE
12/8/07,6,Bubbly,Colbie Caillat,5,5,22,pop,FALSE
12/8/07,7,Clumsy,Fergie,8,5,7,pop,FALSE
12/8/07,8,Good Life,Kanye West Featuring T-Pain,7,7,11,hip-hop,FALSE
12/8/07,9,Hate That I Love You,Rihanna Featuring Ne-Yo,12,7,13,pop,FALSE
12/8/07,10,Cyclone,Baby Bash Featuring T-Pain,9,7,18,hip-hop,FALSE
12/8/07,11,Paralyzer,Finger Eleven,11,6,25,rock,FALSE
12/8/07,12,Tattoo,Jordin Sparks,16,8,9,pop,FALSE
12/8/07,13,Stronger,Kanye West,10,1,18,hip-hop,FALSE
12/8/07,14,The Way I Are,Timbaland Featuring Keri Hilson,13,3,26,hip-hop,FALSE
12/8/07,15,How Far We've Come,matchbox twenty,15,11,13,rock,FALSE
12/8/07,16,Bed,J. Holiday,14,5,19,r&b,FALSE
12/8/07,17,Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,22,15,10,rap,TRUE
12/8/07,18,Over You,Daughtry,19,18,16,rock,FALSE
12/8/07,19,Shawty Is A 10,The-Dream,18,17,12,crunk,FALSE
12/8/07,20,Big Girls Don't Cry,Fergie,17,1,32,pop,FALSE
12/8/07,21,Love Like This,Natasha Bedingfield Featuring Sean Kingston,27,11,6,pop,FALSE
12/8/07,22,I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross &amp; Plies",24,19,11,hip-hop,FALSE
12/8/07,23,Our Song,Taylor Swift,28,16,9,country,FALSE
12/8/07,24,Hypnotized,Plies Featuring Akon,32,14,9,rap,FALSE
12/8/07,25,Can't Help But Wait,Trey Songz,30,14,10,r&b,FALSE
12/8/07,26,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,35,25,12,rock,FALSE
12/8/07,27,Ayo Technology,50 Cent Featuring Justin Timberlake &amp; Timbaland,21,5,16,hip-hop,FALSE
12/8/07,28,So Small,Carrie Underwood,23,17,15,country,FALSE
12/8/07,29,Wake Up Call,Maroon 5,25,19,16,pop,FALSE
12/8/07,30,Who Knew,Pink,20,9,25,pop,FALSE
12/8/07,31,Take You There,Sean Kingston,42,7,4,hip-hop,FALSE
12/8/07,32,Soulja Girl,Soulja Boy Tell'em Featuring I-15,37,32,8,rap,TRUE
12/8/07,33,Until The End Of Time,Justin Timberlake Duet With Beyonce,26,17,21,pop,FALSE
12/8/07,34,Rockstar,Nickelback,31,6,42,rock,FALSE
12/8/07,35,Baby Don't Go,Fabolous Featuring Jermaine Dupri,34,23,13,rap,FALSE
12/8/07,36,Just Fine,Mary J. Blige,43,22,6,pop,FALSE
